Club No,Club Name,Division,Area,Program Year,Month,Month End,As Of,DCP Status,Club Success Plan,Membership Base,Membership To Date,Net Growth,DCP Goals Met,Level 1 awards,Level 2 awards,More Level 2 awards,Level 3 awards,"Level 4, Path Completion, or DTM award","One more Level 4, Path Completion, or DTM award",New members,More new members,Club officer roles trained June-August,Club officer roles trained November-February,Membership-renewal dues on time,Club officer list on time
00003435,Tillicum Toastmasters,E,53,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,28,30,2,9,4,2,2,2,1,0,4,4,7,7,2,2
00003435,Tillicum Toastmasters,E,53,2023-2024,Apr 2024,2024-04-30,8-May-2024,President's Distinguished,,28,23,-5,9,4,2,2,2,1,0,4,5,7,7,2,2
00003435,Tillicum Toastmasters,E,53,2023-2024,May 2024,2024-05-31,11-Jun-2024,President's Distinguished,,28,24,-4,9,4,2,2,2,1,0,4,6,7,7,2,2
00003435,Tillicum Toastmasters,E,53,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,President's Distinguished,,28,26,-2,9,4,2,2,2,1,0,4,8,7,7,2,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,26,26,0,2,0,1,0,2,1,0,0,0,4,0,0,1
00003435,Tillicum Toastmasters,E,53,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,26,27,1,4,2,2,0,2,1,1,1,0,4,0,0,1
00003435,Tillicum Toastmasters,E,53,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,26,27,1,5,2,2,0,2,1,1,1,0,4,0,1,1
00003435,Tillicum Toastmasters,E,53,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,26,20,-6,5,2,2,0,2,1,1,1,0,4,0,1,1
00003435,Tillicum Toastmasters,E,53,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,26,21,-5,6,2,2,1,2,1,1,2,0,4,4,1,1
00003435,Tillicum Toastmasters,E,53,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,26,21,-5,6,2,2,1,2,1,1,2,0,4,4,1,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,26,22,-4,6,2,2,1,2,1,1,3,0,4,4,1,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,26,22,-4,6,2,2,1,2,1,1,3,0,4,4,1,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,26,24,-2,8,4,2,1,2,1,1,4,1,4,4,2,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Apr 2025,2025-04-30,8-May-2025,President's Distinguished,,26,22,-4,9,4,2,3,3,1,1,4,2,4,4,2,2
00003435,Tillicum Toastmasters,E,53,2024-2025,May 2025,2025-05-31,6-Jun-2025,President's Distinguished,,26,23,-3,9,4,2,4,4,1,1,4,3,4,4,2,2
00003435,Tillicum Toastmasters,E,53,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,President's Distinguished,,26,24,-2,10,4,2,4,4,1,2,4,4,4,4,2,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,24,24,0,0,0,0,0,1,0,0,0,0,1,0,0,1
00003435,Tillicum Toastmasters,G,62,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,24,25,1,2,0,0,0,3,1,0,1,0,4,0,0,1
00003435,Tillicum Toastmasters,G,62,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,24,25,1,4,0,0,0,3,1,1,1,0,4,0,1,1
00003435,Tillicum Toastmasters,G,62,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,24,20,-4,4,0,0,0,3,1,2,1,0,4,0,1,1
00003435,Tillicum Toastmasters,G,62,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,24,21,-3,4,0,0,0,3,1,2,2,0,4,0,1,1
00003435,Tillicum Toastmasters,G,62,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,24,23,-1,5,0,0,0,3,1,2,4,0,4,2,1,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,24,24,0,5,0,0,0,3,1,2,4,1,4,3,1,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,24,24,0,6,0,0,0,3,1,2,4,1,4,5,1,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,24,25,1,6,0,0,0,3,1,2,4,2,4,5,2,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Apr 2026,2026-04-30,7-May-2026,Distinguished,Requirement Met,24,24,0,6,0,0,0,3,1,2,4,3,4,5,2,2
00003435,Tillicum Toastmasters,G,62,2025-2026,May 2026,2026-05-31,5-Jun-2026,Distinguished,Requirement Met,24,24,0,6,1,0,0,3,1,3,4,3,4,5,2,2
00003435,Tillicum Toastmasters,G,62,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Select Distinguished,Requirement Met,24,26,2,7,1,0,0,3,1,4,4,5,4,5,2,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,13,15,2,0,0,0,0,0,0,0,2,0,4,0,0,1
03262351,Toastmasters By The Sea,F,51,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,13,15,2,0,0,0,0,0,0,0,2,0,5,0,0,1
03262351,Toastmasters By The Sea,F,51,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,13,15,2,2,0,0,0,0,1,0,2,0,5,0,1,1
03262351,Toastmasters By The Sea,F,51,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,13,15,2,3,0,0,0,0,1,0,4,0,5,0,1,1
03262351,Toastmasters By The Sea,F,51,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,13,16,3,4,0,0,0,0,1,1,4,1,5,3,1,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,13,16,3,4,1,0,0,1,1,1,4,1,5,3,1,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,13,17,4,5,1,0,0,1,1,1,4,2,5,4,1,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,13,17,4,5,2,1,0,1,1,1,4,2,5,6,1,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,13,18,5,6,3,1,0,2,1,1,4,3,5,6,2,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,13,15,2,7,3,1,0,2,1,1,4,4,5,6,2,2
03262351,Toastmasters By The Sea,F,51,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,13,16,3,8,4,1,0,2,1,1,4,5,5,6,2,2
03262351,Toastmasters By The Sea,F,51,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,President's Distinguished,,13,18,5,10,5,2,2,2,1,1,4,7,5,6,2,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,18,18,0,0,0,0,0,0,0,0,0,0,2,0,0,1
03262351,Toastmasters By The Sea,F,51,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,18,18,0,0,0,0,0,0,0,0,0,0,4,0,0,1
03262351,Toastmasters By The Sea,F,51,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,18,18,0,2,0,0,0,2,0,0,0,0,4,0,1,1
03262351,Toastmasters By The Sea,F,51,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,18,12,-6,2,1,1,0,4,0,0,1,0,4,0,1,1
03262351,Toastmasters By The Sea,F,51,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,18,12,-6,3,2,1,0,5,1,0,1,0,4,0,1,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,18,12,-6,4,2,1,0,5,1,1,1,0,4,0,1,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,18,13,-5,5,2,1,0,5,1,2,2,0,4,6,1,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,18,13,-5,5,2,1,0,5,1,2,2,0,4,6,2,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,18,13,-5,5,3,1,0,5,1,2,2,0,4,6,2,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,18,12,-6,6,3,1,0,5,1,3,4,0,4,6,2,2
03262351,Toastmasters By The Sea,F,51,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,18,12,-6,6,3,1,0,5,1,3,4,0,4,6,2,2
03262351,Toastmasters By The Sea,F,51,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,President's Distinguished,,18,20,2,9,4,2,0,5,1,3,4,8,4,6,2,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,20,21,1,1,0,1,0,0,0,0,1,0,5,0,1,1
03262351,Toastmasters By The Sea,F,52,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,20,21,1,2,2,2,0,0,0,0,1,0,6,0,1,1
03262351,Toastmasters By The Sea,F,52,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,20,21,1,2,2,2,0,0,0,0,1,0,6,0,1,1
03262351,Toastmasters By The Sea,F,52,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,20,17,-3,2,2,2,0,0,0,0,2,0,6,0,1,1
03262351,Toastmasters By The Sea,F,52,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,20,19,-1,6,5,2,2,1,1,0,4,0,6,0,1,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,20,19,-1,6,5,2,2,1,1,0,4,0,6,2,1,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,20,19,-1,8,5,2,2,3,1,0,4,0,6,5,1,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,20,19,-1,8,7,2,2,3,1,0,4,0,6,5,1,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,20,19,-1,9,7,2,2,3,1,1,4,0,6,5,2,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,20,14,-6,9,7,2,2,3,1,1,4,2,6,5,2,2
03262351,Toastmasters By The Sea,F,52,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,20,14,-6,9,7,2,2,3,1,1,4,2,6,5,2,2
03262351,Toastmasters By The Sea,F,52,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,President's Distinguished,,20,20,0,10,7,2,2,3,1,2,4,8,6,5,2,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03262351,Toastmasters By The Sea,F,50,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,20,20,0,1,1,1,0,0,1,0,0,0,5,0,0,1
03262351,Toastmasters By The Sea,F,50,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,20,20,0,3,1,1,0,0,1,1,0,0,5,0,1,1
03262351,Toastmasters By The Sea,F,50,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,20,13,-7,3,1,1,0,0,1,1,2,0,5,0,1,1
03262351,Toastmasters By The Sea,F,50,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,20,13,-7,4,1,2,0,0,1,2,2,0,5,0,1,1
03262351,Toastmasters By The Sea,F,50,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,20,13,-7,4,1,2,0,0,1,2,2,0,5,2,1,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,20,13,-7,4,2,2,0,0,1,2,2,0,5,3,1,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,20,13,-7,5,2,2,0,0,1,2,2,0,5,4,2,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,20,17,-3,6,2,2,0,0,1,2,4,2,5,5,2,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,20,14,-6,6,3,2,1,0,1,2,4,2,5,5,2,2
03262351,Toastmasters By The Sea,F,50,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,20,14,-6,7,4,2,1,0,1,2,4,2,5,5,2,2
03262351,Toastmasters By The Sea,F,50,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,20,14,-6,7,4,2,1,0,1,2,4,2,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,14,15,1,1,0,0,0,1,0,0,1,0,1,0,1,1
03262351,Toastmasters By The Sea,G,64,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Met,14,16,2,1,0,0,0,1,0,0,2,0,5,0,1,1
03262351,Toastmasters By The Sea,G,64,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,14,16,2,1,0,0,0,1,0,0,2,0,5,0,1,1
03262351,Toastmasters By The Sea,G,64,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,14,14,0,1,0,1,0,1,0,0,2,0,5,0,1,1
03262351,Toastmasters By The Sea,G,64,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,14,16,2,2,0,1,0,1,0,0,4,0,5,0,1,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,14,17,3,5,1,2,1,2,0,0,4,1,5,4,1,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,14,17,3,5,1,2,1,2,0,0,4,1,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,14,17,3,5,1,2,1,2,0,0,4,1,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,14,18,4,5,2,2,1,2,0,0,4,2,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Apr 2026,2026-04-30,7-May-2026,Distinguished,Requirement Met,14,18,4,5,2,2,1,2,0,0,4,2,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,May 2026,2026-05-31,5-Jun-2026,Distinguished,Requirement Met,14,18,4,7,2,2,1,2,1,1,4,2,5,5,2,2
03262351,Toastmasters By The Sea,G,64,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,President's Distinguished,Requirement Met,14,20,6,10,4,2,2,2,1,1,4,4,5,5,2,2
00845571,Toastmentors,G,61,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00845571,Toastmentors,G,61,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,20,21,1,0,0,0,0,0,0,0,1,0,5,0,0,1
00845571,Toastmentors,G,61,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,20,22,2,1,0,0,0,0,0,0,2,0,5,0,1,1
00845571,Toastmentors,G,61,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,20,16,-4,1,0,0,0,0,0,0,2,0,5,0,1,1
00845571,Toastmentors,G,61,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,20,17,-3,3,1,1,0,1,1,1,3,0,5,0,1,1
00845571,Toastmentors,G,61,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,20,17,-3,2,1,1,0,1,1,0,3,0,5,3,1,1
00845571,Toastmentors,G,61,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,20,17,-3,2,1,1,0,1,1,0,3,0,5,3,1,1
00845571,Toastmentors,G,61,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,20,17,-3,3,2,1,0,1,1,0,3,0,5,7,1,1
00845571,Toastmentors,G,61,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,20,19,-1,4,2,1,0,1,1,0,4,1,5,7,2,1
00845571,Toastmentors,G,61,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,20,19,-1,4,2,1,0,1,1,0,4,1,5,7,2,1
00845571,Toastmentors,G,61,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,20,19,-1,4,2,1,0,1,1,0,4,1,5,7,2,1
00845571,Toastmentors,G,61,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,Distinguished,,20,20,0,5,4,1,0,1,1,0,4,2,5,7,2,1
00845571,Toastmentors,G,61,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,20,20,0,0,0,0,0,0,0,0,0,0,3,0,0,1
00845571,Toastmentors,G,61,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,20,20,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00845571,Toastmentors,G,61,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,20,20,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,61,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,20,15,-5,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,61,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,20,15,-5,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,61,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,20,15,-5,1,0,0,0,0,0,0,0,0,5,1,1,1
00845571,Toastmentors,G,61,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,20,15,-5,1,0,0,0,0,0,0,0,0,5,1,1,1
00845571,Toastmentors,G,61,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,20,15,-5,2,0,0,0,0,0,0,0,0,5,4,2,1
00845571,Toastmentors,G,61,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,20,15,-5,2,0,0,0,0,0,0,0,0,5,4,2,1
00845571,Toastmentors,G,61,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,20,16,-4,2,0,0,0,0,0,0,1,0,5,4,2,1
00845571,Toastmentors,G,61,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,20,17,-3,2,0,0,0,0,0,0,2,0,5,4,2,1
00845571,Toastmentors,G,61,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,,,20,17,-3,2,0,0,0,0,0,0,2,0,5,4,2,1
00845571,Toastmentors,G,60,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,17,17,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,17,17,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,17,17,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,17,11,-6,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,17,11,-6,1,0,0,0,0,0,0,0,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,17,12,-5,1,0,0,0,0,0,0,1,0,5,0,1,1
00845571,Toastmentors,G,60,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,17,13,-4,1,0,0,0,0,0,0,2,0,5,0,2,1
00845571,Toastmentors,G,60,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,17,13,-4,1,0,0,0,0,0,0,2,0,5,3,2,1
00845571,Toastmentors,G,60,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,17,13,-4,1,0,0,0,0,0,0,2,0,5,3,2,1
00845571,Toastmentors,G,60,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,17,14,-3,2,0,0,0,0,0,0,3,0,5,6,2,1
00845571,Toastmentors,G,60,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,17,15,-2,3,0,0,0,0,0,0,4,0,5,6,2,1
00845571,Toastmentors,G,60,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,,,17,15,-2,3,0,0,0,0,0,0,4,0,5,6,2,1
00845571,Toastmentors,F,51,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,15,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1
00845571,Toastmentors,F,51,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,15,15,0,6,4,2,2,2,1,1,0,0,7,0,0,1
00845571,Toastmentors,F,51,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,15,15,0,7,4,2,2,2,1,1,0,0,7,0,1,1
00845571,Toastmentors,F,51,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,15,11,-4,7,4,2,2,2,1,1,0,0,7,0,1,1
00845571,Toastmentors,F,51,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,15,12,-3,7,4,2,2,2,1,1,0,0,7,0,1,1
00845571,Toastmentors,F,51,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,15,12,-3,8,4,2,2,2,1,1,0,0,7,4,1,1
00845571,Toastmentors,F,51,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,15,12,-3,8,4,2,2,2,1,1,0,0,7,6,1,1
00845571,Toastmentors,F,51,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,15,13,-2,8,4,2,2,2,1,1,1,0,7,6,1,1
00845571,Toastmentors,F,51,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,15,14,-1,8,4,2,2,2,1,1,2,0,7,6,2,1
00845571,Toastmentors,F,51,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,15,13,-2,8,4,2,2,2,1,1,2,0,7,6,2,1
00845571,Toastmentors,F,51,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,15,13,-2,8,4,2,2,2,1,1,2,0,7,6,2,1
00845571,Toastmentors,F,51,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,15,14,-1,8,4,2,2,2,1,1,3,0,7,6,2,1
00845571,Toastmentors,G,61,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,14,14,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00845571,Toastmentors,G,61,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Met,14,14,0,0,0,0,0,0,0,0,0,0,7,0,0,1
00845571,Toastmentors,G,61,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,14,14,0,4,1,1,0,2,1,2,0,0,7,0,1,1
00845571,Toastmentors,G,61,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,14,12,-2,4,2,1,0,3,1,3,0,0,7,0,1,1
00845571,Toastmentors,G,61,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,14,12,-2,5,2,2,0,3,1,3,0,0,7,0,1,1
00845571,Toastmentors,G,61,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,14,12,-2,6,3,2,0,3,1,3,0,0,7,6,1,1
00845571,Toastmentors,G,61,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,14,14,0,6,3,2,0,3,1,3,2,0,7,6,2,1
00845571,Toastmentors,G,61,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,14,14,0,6,3,2,0,3,1,3,2,0,7,7,2,1
00845571,Toastmentors,G,61,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,14,15,1,6,3,2,0,3,1,3,3,0,7,7,2,1
00845571,Toastmentors,G,61,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,14,16,2,7,3,2,0,3,1,3,4,0,7,7,2,1
00845571,Toastmentors,G,61,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,14,16,2,7,3,2,0,3,1,3,4,0,7,7,2,1
00845571,Toastmentors,G,61,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Distinguished,Requirement Met,14,18,4,7,3,2,0,3,1,3,4,2,7,7,2,1
00992549,Top Story Advanced,M,92,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,1
00992549,Top Story Advanced,M,92,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,1
00992549,Top Story Advanced,M,92,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,10,10,0,1,0,0,0,0,0,0,0,0,7,0,1,1
00992549,Top Story Advanced,M,92,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,10,9,-1,1,0,0,0,0,0,0,0,0,7,0,1,1
00992549,Top Story Advanced,M,92,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,10,10,0,1,1,0,0,0,0,0,1,0,7,0,1,1
00992549,Top Story Advanced,M,92,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,10,10,0,2,1,1,0,0,0,0,1,0,7,6,1,1
00992549,Top Story Advanced,M,92,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,10,10,0,3,1,1,0,1,1,0,1,0,7,6,1,1
00992549,Top Story Advanced,M,92,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,10,10,0,4,1,1,0,2,1,0,1,0,7,6,1,1
00992549,Top Story Advanced,M,92,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,10,10,0,6,1,2,0,2,1,1,1,0,7,6,2,1
00992549,Top Story Advanced,M,92,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,10,10,0,6,1,2,0,2,1,1,1,0,7,6,2,1
00992549,Top Story Advanced,M,92,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,10,10,0,6,1,2,0,2,1,1,1,0,7,6,2,1
00992549,Top Story Advanced,M,92,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,Select Distinguished,,10,15,5,7,2,2,0,2,1,2,4,2,7,6,2,1
00992549,Top Story Advanced,M,92,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,15,15,0,0,0,0,0,0,0,0,0,0,3,0,0,1
00992549,Top Story Advanced,M,92,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,15,15,0,0,0,0,0,0,0,0,0,0,5,0,0,1
00992549,Top Story Advanced,M,92,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,15,15,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00992549,Top Story Advanced,M,92,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,15,15,0,1,0,0,0,0,0,0,0,0,5,0,1,1
00992549,Top Story Advanced,M,92,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,15,15,0,1,0,0,0,0,0,0,0,0,5,2,1,1
00992549,Top Story Advanced,M,92,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,15,16,1,1,0,1,0,0,0,0,1,0,5,3,1,1
